"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1998","1998","PC","Percentage","0","Units",,,15.22,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.809166,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2000","2000","PC","Percentage","0","Units",,,7.078333,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.3175,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.805,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.305833,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.7875,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.649167,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.475833,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.160833,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.4875,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.628333,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.671667,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.4375,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.2975,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.7225,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.491417,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.493333,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.443333,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.68,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.696667,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.9233333,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.85,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.475,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1991","1991","PC","Percentage","0","Units",,,17.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1992","1992","PC","Percentage","0","Units",,,13.76,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1993","1993","PC","Percentage","0","Units",,,11.65,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1994","1994","PC","Percentage","0","Units",,,14.54,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1995","1995","PC","Percentage","0","Units",,,11.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1996","1996","PC","Percentage","0","Units",,,12.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1997","1997","PC","Percentage","0","Units",,,20.66,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1998","1998","PC","Percentage","0","Units",,,7.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.79,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.37,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.01,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.31,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.77,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.27,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.7,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.99,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.27,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2009","2009","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.26,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.99,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.48,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.22,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.77,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.28,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.012,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","KOR","Korea","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.235,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",8.38,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",8.508699,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",8.902632,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",8.526606,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",8.562418,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",8.459458,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",7.924517,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",8.371048,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",8.507581,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",12.08352,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",15.52644,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",19.62711,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",22.53028,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",23.44622,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",21.23934,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",26.86694,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",26.18817,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",26.93003,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",28.22098,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",32.73054,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",38.76354,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",40.56503,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",52.41022,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",78.50376,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",98.39957,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",108.7903,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",131.6402,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",107.5681,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.81168,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",61.54979,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",69.2782,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",80.23375,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",97.04997,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",112.2636,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",85.03772,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",59.72424,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",73.15678,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",72.2315,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",70.69311,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",78.16099,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",87.28794,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",94.80723,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",110.5136,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",112.6535,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",115.1279,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.6761,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",145.9432,,
"SP","Share Prices, Index","NLD","Netherlands","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",134.8387,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1974","1974","PC","Percentage","0","Units",,,9.824166,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1975","1975","PC","Percentage","0","Units",,,8.786667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1976","1976","PC","Percentage","0","Units",,,8.9525,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1977","1977","PC","Percentage","0","Units",,,8.100833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1978","1978","PC","Percentage","0","Units",,,7.735833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1979","1979","PC","Percentage","0","Units",,,8.775,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1980","1980","PC","Percentage","0","Units",,,10.20833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1981","1981","PC","Percentage","0","Units",,,11.5525,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1982","1982","PC","Percentage","0","Units",,,10.0975,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1983","1983","PC","Percentage","0","Units",,,8.610833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1984","1984","PC","Percentage","0","Units",,,8.328333,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1985","1985","PC","Percentage","0","Units",,,7.3275,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1986","1986","PC","Percentage","0","Units",,,6.3175,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1987","1987","PC","Percentage","0","Units",,,6.4025,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1988","1988","PC","Percentage","0","Units",,,6.415833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.218333,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.920834,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1991","1991","PC","Percentage","0","Units",,,8.739166,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1992","1992","PC","Percentage","0","Units",,,8.1025,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.359083,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1994","1994","PC","Percentage","0","Units",,,6.86325,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1995","1995","PC","Percentage","0","Units",,,6.899667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1996","1996","PC","Percentage","0","Units",,,6.149917,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.577167,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.631667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.6285,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.403333,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.957,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.89025,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.123167,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.095,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.373917,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.781667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.28775,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.22775,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.686833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.990083,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.988583,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.93225,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.960583,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.454667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.6903333,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.2910833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.5220833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.5769167,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.07016667,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.37675,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.3280833,,
"IRLT","Long-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2022","2022","PC","Percentage","0","Units",,,1.377667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1982","1982","PC","Percentage","0","Units",,,8.374166,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1983","1983","PC","Percentage","0","Units",,,5.648334,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1984","1984","PC","Percentage","0","Units",,,6.1275,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1985","1985","PC","Percentage","0","Units",,,6.355834,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1986","1986","PC","Percentage","0","Units",,,5.681667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1987","1987","PC","Percentage","0","Units",,,5.359167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.816667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.388333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.6825,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1991","1991","PC","Percentage","0","Units",,,9.281667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.3525,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.854167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1994","1994","PC","Percentage","0","Units",,,5.176667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1995","1995","PC","Percentage","0","Units",,,4.3725,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.9975,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.334167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.455,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.9635,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.391767,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.261783,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.318592,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.333467,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.106325,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.184675,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.079225,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.277608,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.634233,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.228358,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.81095,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.3906,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.5731834,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2206667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2099333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.01936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.2636917,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.3220917,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.3563333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.42515,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.5487667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2022","2022","PC","Percentage","0","Units",,,0.3418,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",3.220517,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",4.023795,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",4.819667,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",6.178793,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",6.961597,,
"SP","Share Prices, Index","GBR","United Kingdom","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",7.910371,,
